titulo_documento_origem,titulo_documento_destino,Recomendacoes
Circuito W - Pelo Lago Nordenskjold até Los Cuernos,Geografia da Argentina,2
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Geografia da Nova Zelândia,6
Revelando a Foto - Zabriskie Point,Geografia da Nova Zelândia,4
Islândia - Como Dirigir,Geografia da Nova Zelândia,4
Revelando a Foto - Arches National Park,Geografia da Nova Zelândia,3
Revelando a Foto - Mesa Arch,Geografia da Nova Zelândia,2
Seward Highway - Alaska Wildlife Conservation Center,Geografia da Região Nordeste do Brasil,2
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Geografia da Região Nordeste do Brasil,1
Belo Horizonte - Restaurante Maria das Tranças,Geografia da Região Nordeste do Brasil,1
Santiago - Vinícola Concha y Toro,Geografia da Região Nordeste do Brasil,1
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,Geografia da Região Norte do Brasil,4
Nova Zelândia - Visitando Wanaka,Geografia da Região Norte do Brasil,3
Praia do Rosa - Trilha para a Praia Vermelha,Geografia da Região Sudeste do Brasil,6
Revelando a Foto - Igrejas em Mariana,Geografia da Região Sudeste do Brasil,6
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Geografia da Região Sudeste do Brasil,5
Fernando de Noronha - Ilha Tour,Geografia da Região Sudeste do Brasil,3
Alasca - Denali Morning Hostel,Geografia da Região Sudeste do Brasil,2
Praia do Rosa - Trilha para a Praia Vermelha,Geografia da Região Sul do Brasil,4
Santa Catarina na Bagagem e a Praia do Rosa,Geografia da Região Sul do Brasil,4
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Geografia da Região Sul do Brasil,2
Atacama - Salar de Tara,Geografia da Região Sul do Brasil,2
Circuito W - A Chegada ao Parque Torres del Paine,Geografia da Região Sul do Brasil,2
Nova Zelândia - Routeburn Track e as Great Walks Neozelandesas,Geografia do Brasil,1
Atacama - Salar de Tara,Geografia do Chile,6
Islândia - Roteiro,Geografia do Chile,2
Valle Nevado Ski Resort - Conhecendo a Estação de Esqui,Geografia do Chile,2
Islândia - Como Dirigir,Geografia dos Estados Unidos,8
Quando ir para a Islândia,Geografia dos Estados Unidos,6
De Anchorage ao Denali - Dirigindo pela Alaska Highway 3,Geografia dos Estados Unidos,6
Alasca - Roteiro,Geografia dos Estados Unidos,4
Barcelona - Mercat de la Boqueria,Geografia dos Estados Unidos,4
Puerto Montt - Palafitos de Angelmó - Restaurante 15,Geographic Names Information System,10
Revelando a Foto - Capitólio,Geographic Names Information System,10
El Chalten - Trilha para a Loma del Pliegue Tumbado,Geographic Names Information System,9
Vídeo - Episódio Laguna Torre,Geographic Names Information System,9
São Luís - Conhecendo o São João do Maranhão,Geographic Names Information System,9
Namíbia - Roteiro,Geoparque Araripe,12
Revelando a Foto - Lago do Tauá Grande Hotel de Araxá,Geoparque Araripe,4
Revele sua Foto - O Dragão e a Montanha,Geoparque Araripe,2
Mandacaru - A Melhor Caipirinha de Caju,Geoparque Araripe,1
Revelando a Foto - Glacier Point no Yosemite,Geoparque Araripe,1
Nova Zelândia - Routeburn Track e as Great Walks Neozelandesas,Gestão integrada de recursos hídricos em São Paulo,10
Islândia - Como Organizar uma Viagem de Campervan,Gestão integrada de recursos hídricos em São Paulo,6
Nova Zelândia - Roteiro,Gestão integrada de recursos hídricos em São Paulo,2
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Gestão integrada de recursos hídricos em São Paulo,2
Serra do Cipó - Trilha para Cachoeira da Farofa,Gestão integrada de recursos hídricos em São Paulo,2
Revelando a Foto - Riacho do Glaciar Huemul,Glaciar Columbia,5
Revele sua Foto - Abismo Anhumas,Glaciar Columbia,4
El Calafate - Mini Trekking no Perito Moreno,Glaciar Columbia,4
Nova Zelândia - O Incrível Azul das Blue Pools,Glaciar Columbia,3
Revelando a Foto - Navajo Lake,Glaciar Columbia,3
Kenai Fjords National Park - Passeio de Barco no Alasca,Glaciar Fox,32
Revelando a Foto - Trekking no Glaciar Perito Moreno,Glaciar Fox,26
Vídeo - Episódio Hard Rock Hotel & Casino Punta Cana,Glaciar Fox,12
Alasca - Visita ao Portage Valley,Glaciar Fox,10
Vídeo - Episódio Music Lab no Hard Rock Hotel & Casino Punta Cana,Glaciar Fox,10
Kenai Fjords National Park - Trilha do Exit Glacier,Glaciar Franz Josef,5
El Calafate - Tour ao Glaciar Perito Moreno,Glaciar Franz Josef,4
Puerto Montt - Palafitos de Angelmó - Restaurante 9,Glaciar Franz Josef,4
Revelando a Foto - Luz em Movimento em Diamantina,Glaciar Franz Josef,4
El Calafate - Estancia Cristina,Glaciar Franz Josef,4
Alasca - Visita ao Portage Valley,Glaciar Lyell,15
Revelando a Foto - Praia do Aventureiro,Glaciar Lyell,9
Revelando a Foto - Trekking no Glaciar Perito Moreno,Glaciar Lyell,9
El Calafate - Estancia Cristina,Glaciar Lyell,9
Revelando a Foto - Namoradeira em Tiradentes,Glaciar Lyell,7
Alasca - Visita ao Portage Valley,Glaciar Mendenhall,22
Kenai Fjords National Park - Trilha do Exit Glacier,Glaciar Mendenhall,15
El Calafate - Estancia Cristina,Glaciar Mendenhall,15
Seward Highway - Entre Montanhas e Glaciares no Alasca,Glaciar Mendenhall,11
El Calafate - Tour ao Glaciar Perito Moreno,Glaciar Mendenhall,9
Revelando a Foto - Copa do Mundo,Glaciar Merced,5
São Luís - Centro Histórico em Festa,Glaciar Merced,5
Revelando a Foto - São João em São Luís,Glaciar Merced,5
Revelando a Foto - Igreja Nossa Senhora do Carmo,Glaciar Merced,4
Vídeo - Episódio Maria Fumaça em Campinas,Glaciar Merced,4
El Calafate - Tour ao Glaciar Perito Moreno,Glaciar Pío XI,4
Kenai Fjords National Park - Trilha do Exit Glacier,Glaciar Pío XI,3
Patagônia - Roteiro,Glaciar Pío XI,3
Routeburn Track - Caminhando pelas montanhas até o Lake Mackenzie,Glaciar Pío XI,3
Circuito W - Vale Francês,Glaciar Pío XI,3
El Calafate - Mini Trekking no Perito Moreno,Glaciar San Rafael,5
El Calafate - Passeio de Barco por Todos Los Glaciares,Glaciar San Rafael,5
El Chalten - Trilha para a Loma del Pliegue Tumbado,Glaciar San Rafael,4
El Chaltén - Lago del Desierto e Glaciar Huemul,Glaciar San Rafael,3
Patagônia - Roteiro,Glaciar San Rafael,3
Bariloche - Isla Victoria y Bosque de Arrayanes,Glaciar Spegazzini,6
Bariloche - Cerro Tronador e Cascada los Alerces,Glaciar Spegazzini,5
El Calafate - Estancia Cristina,Glaciar Spegazzini,4
Revelando a Foto - Inspiration Point no Bryce Canyon,Glaciar Spegazzini,4
Revelando a Foto - Navajo Lake,Glaciar Spegazzini,4
Revelando a Foto - Trekking no Glaciar Perito Moreno,Glaciar Taku,19
El Chaltén - Trekking no Glaciar Viedma,Glaciar Taku,17
El Calafate - Passeio de Barco por Todos Los Glaciares,Glaciar Taku,15
El Calafate - Estancia Cristina,Glaciar Taku,12
Circuito W - Vale Francês,Glaciar Taku,12
El Calafate - Passeio de Barco por Todos Los Glaciares,Glaciar Upsala,92
Revelando a Foto - Trekking no Glaciar Perito Moreno,Glaciar Upsala,36
El Calafate - Estancia Cristina,Glaciar Upsala,27
El Chaltén - Trekking no Glaciar Viedma,Glaciar Upsala,15
El Calafate - Tour ao Glaciar Perito Moreno,Glaciar Upsala,14
Revelando a Foto - Glacier Point no Yosemite,Glacier Point,9
Belo Horizonte - Degustação de Sorvetes na Alessa,Glacier Point,3
Campinas - Passeio de Maria Fumaça,Glacier Point,3
Islândia - Como Organizar uma Viagem de Campervan,Glacier Point,3
Jalapão - Passeio pelas Dunas,Glacier Point,3
El Chaltén - Trilha para o Chorrillo del Salto,Glacier View,1
Kenai Fjords National Park - Trilha do Exit Glacier,Glacier View,1
Amanhecer em El Chaltén - Mirador de Los Condores,Glennallen,1
El Chaltén - Trilha para o Chorrillo del Salto,Glennallen,1
Santiago - Mercado Central,Gold Country,9
"Puerto Varas - Restaurante, Cafeteria e Chocolateria Cassis",Gold Country,6
Belo Horizonte - Lua Cheia no Museu 2013,Gold Country,6
Aparecida - Sala das Promessas,Gold Country,4
Puerto Montt - Palafitos de Angelmó - Restaurante 9,Gold Country,4
Revelando a Foto - Central Park em NY,Golfo de Ancud,3
Kenai Fjords National Park - Trilha do Exit Glacier,Golfo de Ancud,2
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Golfo de Ancud,1
Chapada dos Guimarães - Mirante Morro dos Ventos,Golfo de Ancud,1
El Calafate - Passeio de Barco por Todos Los Glaciares,Golfo de Ancud,1
Alasca - Denali Morning Hostel,Golfo de Arica,2
Atins - O Famoso Camarão da Luzia,Golfo de Arica,1
Hard Rock Hotel & Casino Punta Cana - Suíte Caribe,Golfo de Arica,1
Islândia - Como se Manter Conectado,Golfo de Arica,1
El Calafate - Passeio de Barco por Todos Los Glaciares,Golfo de Corcovado,4
Kenai Fjords National Park - Passeio de Barco no Alasca,Golfo de Corcovado,4
Cinema no Rio - Levando a Sétima Arte às Comunidades Ribeirinhas do Rio São Francisco,Golfo de Corcovado,3
Kenai Fjords National Park - Trilha do Exit Glacier,Golfo de Corcovado,3
Bariloche - Cerro Tronador e Cascada los Alerces,Golfo de Corcovado,2
Alasca - Roteiro,Golfo de Kotzebue,3
Revelando a Foto - Cemitério da Igreja de São Francisco de Assis,Golfo de Kotzebue,2
Revelando a Foto - Visão de Formiga em Tiradentes,Golfo de Kotzebue,2
De Anchorage ao Denali - Dirigindo pela Alaska Highway 3,Golfo de Kotzebue,1
Mariana - Um Passeio Pela Cidade Histórica,Golfo de Kotzebue,1
Kenai Fjords National Park - Trilha para o Harding Icefield,Golfo do Alasca,8
Alasca - Visita ao Portage Valley,Golfo do Alasca,4
El Calafate - Estancia Cristina,Golfo do Alasca,4
Revelando a Foto - Grand Prismatic Spring,Golfo do Alasca,4
Seward Highway - Entre Montanhas e Glaciares no Alasca,Golfo do Alasca,4
Santiago - Palacio de la Moneda,Golovin,1
Santiago - Palacio de la Moneda,Golpe de Estado no Chile em 1973,10
Revelando a Foto - Polarizador no Riacho do Glaciar Huemul,Golpe de Estado no Chile em 1973,3
El Chaltén - Trilha para o Chorrillo del Salto,Golpe de Estado no Chile em 1973,2
Praia do Rosa - Pousada Vida Sol e Mar,Golpe de Estado no Chile em 1973,2
Puerto Montt - Explorando a Região Portuária,Golpe de Estado no Chile em 1973,2
Blogagem Coletiva - 12 Posts Especiais de 2012,Golpes de Estado na Argentina,11
Paso Córdoba - De San Martín de los Andes a Bariloche,Golpes de Estado na Argentina,2
Puerto Natales - Um descanso antes do Circuito W,Golpes de Estado na Argentina,2
Rota dos Sete Lagos - De Bariloche a San Martín de los Andes,Golpes de Estado na Argentina,2
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Golpes de Estado na Argentina,2
Revelando a Foto - Blue Pools,Goodnews Bay,1
Livro - Papo de Viagem & Outras Histórias de Bar,Governador Real do Chile,5
Revelando a Foto - Brasil x Chile na Copa,Governador Real do Chile,4
#EncontroBSB - I Encontro de Blogueiros de Viagens em Brasília,Governador Real do Chile,3
Belo Horizonte - Restaurante Maria das Tranças,Governador Real do Chile,1
Belo Horizonte - Visita ao Pátio Cervejeiro da Backer,Governador Real do Chile,1
Circuito W - Las Torres del Paine,Gran Campo Nevado,4
Revelando a Foto - Blue Pools,Gran Campo Nevado,4
Belo Horizonte - Restaurante Maria das Tranças,Gran Campo Nevado,2
Puerto Montt - Palafitos de Angelmó - Restaurante 9,Gran Campo Nevado,2
Santiago - Restaurante Liguria,Gran Campo Nevado,2
Revelando a Foto - Vista Aérea do Grand Canyon,Grand Canyon,29
Revelando a Foto - Antelope Canyon,Grand Canyon,23
Santiago - Palacio de la Moneda,Grand Canyon,11
Islândia - Como Organizar uma Viagem de Campervan,Grand Canyon,10
Revelando a Foto - Namoradeira em Tiradentes,Grand Canyon,6
Atacama - Salar de Tara,Grande Bacia,4
Caburé - Almoço na Pousada do Paulo,Grande Bacia,4
Chile - Não Durma no Voo,Grande Bacia,4
São Luís - Restaurante Cabana do Sol,Grande Bacia,2
Atacama - Valle del Arcoiris,Grande Bacia,1
Santiago - Restaurante Aquí Está Coco,Grande Concepción,31
Bariloche - Restaurante Jauja,Grande Concepción,8
Santiago - Mercado Central,Grande Concepción,6
Belo Horizonte - Degustação de Sorvetes na Alessa,Grande Concepción,5
Campinas - Passeio de Maria Fumaça,Grande Concepción,5
Dicas - Como se Comportar em Habitats de Ursos,Grande Ecossistema de Yellowstone,53
Revelando a Foto - Urso no Denali National Park,Grande Ecossistema de Yellowstone,42
Revelando a Foto - Coiote no Yellowstone National Park,Grande Ecossistema de Yellowstone,38
Kenai Fjords National Park - Trilha para o Harding Icefield,Grande Ecossistema de Yellowstone,20
Seward Highway - Alaska Wildlife Conservation Center,Grande Ecossistema de Yellowstone,18
Revelando a Foto - Vulcão Osorno,Grande Primavera Prismática,10
Revelando a Foto - Grand Prismatic Spring,Grande Primavera Prismática,9
Alasca - Denali Morning Hostel,Grande Primavera Prismática,6
Bariloche - Isla Victoria y Bosque de Arrayanes,Grande Primavera Prismática,2
Frutillar - Em Preto e Branco,Grande Primavera Prismática,2
El Chaltén - Trilha para o Chorrillo del Salto,Grande Seca,10
Fernando de Noronha - Ilha Tour,Grande Seca,4
Amanhecer em El Chaltén - Mirador de Los Condores,Grande Seca,3
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Grande Seca,2
Belo Horizonte - Restaurante Maria das Tranças,Grande Seca,2
Belo Horizonte - Caminhada da Lua Cheia,Grande cinturão de bisões,6
Puerto Montt - Palafitos de Angelmó - Restaurante 15,Grande cinturão de bisões,4
Alasca - Denali Morning Hostel,Grande cinturão de bisões,2
Belo Horizonte - Espaço TIM UFMG do Conhecimento,Grande cinturão de bisões,2
Campinas - Passeio de Maria Fumaça,Grande cinturão de bisões,2
Caburé - Almoço na Pousada do Paulo,Grandes Chilenos de Nuestra Historia,3
Aplicativo - The Weather Channel - Previsão Meteorológica ,Grandes Chilenos de Nuestra Historia,2
Chapada dos Guimarães - Pousada Casa da Quineira,Grandes Chilenos de Nuestra Historia,2
Revelando a Foto - Grand Prismatic Spring,Grandes Chilenos de Nuestra Historia,2
Santiago - Restaurante Backstage Experience,Grandes Chilenos de Nuestra Historia,2
Rota dos Sete Lagos - De Bariloche a San Martín de los Andes,Grandes Lagos da América do Norte,28
Villa Traful - Um Desvio Prazeroso na Rota dos Sete Lagos,Grandes Lagos da América do Norte,13
Bariloche - Post Índice,Grandes Lagos da América do Norte,7
Belo Horizonte - Caminhada da Lua Cheia,Grandes Lagos da América do Norte,4
Blogagem Coletiva - 12 Posts Especiais de 2012,Grandes Lagos da América do Norte,4
De Anchorage ao Denali - Dirigindo pela Alaska Highway 3,Grandes Parques do Condado de Hamilton,14
Kenai Fjords National Park - Trilha do Exit Glacier,Grandes Parques do Condado de Hamilton,4
Alasca - Roteiro,Grandes Parques do Condado de Hamilton,3
Alasca - Visita ao Portage Valley,Grandes Parques do Condado de Hamilton,2
Islândia - Como se Manter Conectado,Grandes Parques do Condado de Hamilton,2
El Chaltén - Trekking no Glaciar Viedma,Grandes Planícies,9
Circuito W - Pelo Lago Nordenskjold até Los Cuernos,Grandes Planícies,8
El Chalten - Trilha para a Laguna del Diablo,Grandes Planícies,8
Circuito W - A Chegada ao Parque Torres del Paine,Grandes Planícies,4
Circuito W - Las Torres del Paine,Grandes Planícies,4
Barcelona - Mercat de la Boqueria,Graneros,1
Curitiba - Cupcake Company,Grayling (Alasca),1
Dicas - Como se Comportar em Habitats de Ursos,Grayling (Alasca),1
São Luís - Igreja da Sé,Greed,5
Vassouras - Lar dos Macacos-Prego,Greed,4
Revelando a Foto - Silhueta nos Lençóis Maranhenses,Greed,3
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Greed,3
Frutillar - Museo Colonial Alemán,Greed,2
Routeburn Track - Do Lake Mackenzie Hut ao The Divide,Greymouth,1
Santiago - Restaurante Fukai Sushi Lounge and Asian Bistro,Greymouth,1
São João del Rei - Garden Hill Small Resort,Greystone Mansion,14
#TchÊncontro - Encontro de Blogueiros em Porto Alegre,Greystone Mansion,12
Vídeo - Episódio Maria Fumaça,Greystone Mansion,10
Santiago - Mercado Central,Greystone Mansion,8
Tiradentes - Loja Imperial Pewter,Greystone Mansion,7
Revelando a Foto - Capitólio,Grupo Bartleson-Bidwell,4
Revelando a Foto - Mirante do Centro Geodésico,Grupo Bartleson-Bidwell,3
Revelando a Foto - Jokhang Temple em Lhasa,Grupo Bartleson-Bidwell,2
Revelando a Foto - Pôr do Sol no Yellowstone,Grupo Bartleson-Bidwell,2
Barcelona - Bicing,Grupo Bartleson-Bidwell,1
São Luís - Igreja da Sé,Guacara (encomienda),2
,Guacara (encomienda),1
Puerto Varas - Iglesia del Sagrado Corazón de Jesus,Guacara (encomienda),1
Revelando a Foto - Capela das Velas em Aparecida,Guacara (encomienda),1
Revelando a Foto - Metropolitan,Guacara (encomienda),1
Islândia - Como Dirigir,Guaitecas,4
Frutillar - Em Preto e Branco,Guaitecas,2
Revelando a Foto - Frutillar,Guaitecas,2
Revelando a Foto - Montserrat,Guaitecas,2
Revelando a Foto - Vagão de Trem em Campinas,Guaitecas,2
Revelando a Foto - Frutillar,Guallatiri,6
Atacama - Salar de Tara,Guallatiri,4
Belo Horizonte - Mirante do Mangabeiras,Guallatiri,4
Revelando a Foto - Vulcão Osorno,Guallatiri,4
Atacama - Geisers Del Tatio,Guallatiri,4
Caburé - Almoço na Pousada do Paulo,Guerra Gaúcha,6
Revelando a Foto - Metropolitan,Guerra Gaúcha,6
Revelando a Foto - Igrejas em Mariana,Guerra Gaúcha,2
Revelando a Foto - Tucano em Abaeté,Guerra Gaúcha,2
Bariloche - Catedral Nuestra Señora del Nahuel Huapi,Guerra Gaúcha,1
Puerto Natales - Pizzaria Mesita Grande,Guerra civil chilena de 1891,12
"Puerto Varas - Verão, Calor e Vulcões",Guerra civil chilena de 1891,8
Puerto Montt - Explorando a Região Portuária,Guerra civil chilena de 1891,5
El Chalten - Trilha para a Laguna del Diablo,Guerra civil chilena de 1891,4
Porque Gostamos de Voar pela LAN,Guerra civil chilena de 1891,4
Puerto Varas - Iglesia del Sagrado Corazón de Jesus,Guerra entre Argentina e Confederação Peruano-Boliviana,4
Alasca - Roteiro,Guerra entre Argentina e Confederação Peruano-Boliviana,3
Revelando a Foto - Paisagem da Alaska Railroad,Guerra entre Argentina e Confederação Peruano-Boliviana,2
Revelando a Foto - São João em São Luís,Guerra entre Argentina e Confederação Peruano-Boliviana,2
Revelando a Foto - Vagão de Trem em Campinas,Guerra entre Argentina e Confederação Peruano-Boliviana,2
Routeburn Track - Do Routeburn Shelter ao Routeburn Falls Hut,Guerras da Nova Zelândia,10
Aplicativo - The Weather Channel - Previsão Meteorológica ,Guerras da Nova Zelândia,3
